908235,St Paul's Episcopal School
909436,St Paul's School for Girls
906798,St Pius School
901135,"St Richard's School, Independent Episcopal Day School, Inc."
905586,St Xavier High School
909783,St. Croix Regional Technical Center
909784,St. Francis Catholic High School
703803,St. Gregory the Great School
905106,St. John Bosco School
4192,"St. John's Northwestern Military Academy, Inc."
909348,St. Mary's Charter School
4321,St. Mary's Univ
706547,St. Theodore Guerin High School
908597,St. Thomas Aquinas College
906389,Standing Rock Community School
600038,Standish-Sterling Community Schools
4633,Starr Commonwealth School
907962,State Technical College of Missouri
4712,Staten Island Academy
675871,Staunton City Schools
905930,Steilacoom Historical S.D. #1
600074,Stephen Gaynor School
906638,Stevenson Univ
907205,Stuart Country Day School of the Sacred Heart
4767,Sul Ross State Univ
908245,Sullivan Co./Foodland/Step Up
901315,Sullivan County Department of Education
900069,Summertown High School
600068,Sweeny ISD
4780,Sweet Briar College
676610,Sweet Springs R-VII Schools
907798,Sylacauga City Schools
4790,Tabor Academy
4795,Tabor College
4800,Taft School
907267,Tarkington Independent School District
908080,Tattnall Square Academy
4825,"Teachers College, Columbia Univ"
906679,Telfair County School District
4829,Temple College
906784,Temple Emanu-El of Closter
677110,Tenino School District
4845,Tennessee Wesleyan College
7789,TERC
909461,Terrytown Academy
906203,Texarkana College
4861,Texas Chiropractic College
907265,Texas State Technical College - West Texas
4870,Thayer Academy
4880,Thiel College
908169,THINK Together
901880,Thomas Hart Academy
4914,Thomas M. Cooley Law School
2301,Thornton Friends School
4877,Three Rivers Community College
4879,Three Rivers Community College
909070,Tidewater Academy
908323,Tift County Board of Education
4895,Tilton School
908338,Timothy Christian School
900129,Tipton Rosemark Academy
908339,Titusville Academy
4886,Toccoa Falls College
905065,Toras Emes Academy of Miami
906472,Torrance Unified School District
906564,Towns County Board of Education
909585,"Treatment & Learning Centers, Inc."
4909,Trident Technical College
907838,Trine Univ
4929,Trinity Pawling School
2099,Trinity Valley Community College
907785,Trotwood-Madison City Schools
906686,Troy School District
4946,Truett McConnell College
908826,"Trustees of Mount De Sales Academy, Inc."
903093,Tucumcari Public Schools
7798,Tulsa Technology Center
908122,Tushka Public School
902610,Two Dimensions Preparatory Academy
4972,Tyler Junior College
600084,Uinta County School District #6
907169,Ultimate Medical Academy
905064,Umpqua Community College
905993,"Unified School District #262, Valley Center Schools"
901865,Unified School District No. 259 - Wichita
600012,Union City Public Schools
4979,Union College
4985,Union College
4984,Union County College
908393,Union Local School District
906750,Union Scioto Local School District
907956,United Nations International School
908561,"Univ High School of Indiana, Inc."
5006,Univ Hospital Inc - Boston Univ Med Ctr
5178,Univ Liggett School
5028,Univ of Alberta
880079,Univ of Arkansas - Community College at Hope
906226,Univ of Arkansas - Pine Bluff - Regulatory Science Center
150,Univ of Arkansas Community College at Batesville
909592,Univ of Chicago Charter School Corporation
5137,Univ of Findlay
4147,Univ of Saint Francis
1047,Univ of St Francis
1088,Univ of the Virgin Islands
5350,Univ School of Milwaukee
907378,University School
906535,Upper Arlington City Schools
714465,Upper Cape Cod Regional Technical School
5465,Upper Columbia Academy
5470,Upper Iowa Univ
5480,Ursinus College
901872,Ursuline Academy of Dallas
5481,Ursuline College
908800,Ursuline School
5490,Utica College
908641,Vallejo City Unified School District
3430,Valley Forge Christian College
906560,Van Buren School District
906309,Van Wert City School District
902678,Vance-Granville Community College
909196,Vancouver School District #37
907357,VanderCook College of Music
908231,Vashon Island SD #402
908198,Ventura College
5524,Vermont Law School
908892,Verner Elementary School
900653,Victor Valley College
908389,Victor Valley Union High School District
900799,Victoria College
908665,Vidalia City School District
905967,Video Symphony
5533,Viewpoint School
906718,Villa Academy
5530,Virginia Intermont College
5545,Virginia State Univ
5551,Virginia Wesleyan College
901220,Wabash City Schools
906212,Waco Independent School District
909678,Waimalu Elementary School
900670,Wake County Public School System
908991,Waldron School District
900173,Walla Walla Community College
710901,Wallace State Community College
901636,Walpole Public Schools
906308,Wapakoneta City Schools
5590,Warner Pacific College
906523,"Warren County Community Services, Inc."
902251,Warren County School Board
5595,Warren Wilson College
906854,Warren Woods Public Schools
5600,Wartburg College
908837,Warwick Public Schools
906323,Warwick School District
5608,Wasatch Academy
5620,Washington & Jefferson College
5615,Washington College
5631,Washington State Community College
907251,Washington-Nile Local Schools
907800,Watertown School District No 14-4
907301,Waterville School District
907319,Wauwatosa School District
5645,Wayne State College
907947,Wayzata Public Schools
5657,Weatherford College Parker County College
7904,Webb Schools
906683,Weld County School District 6
900139,Wenatchee Valley College
5695,Wesleyan College
906711,West Clermont Local School District
908654,"West Coast Ultrasound Institute, Inc."
906498,West Covina Unified School District
906598,West Fargo Public School District #6
906528,West Geauga Local Schools
908157,West Greene School District
901020,West Hartford Public Schools
907858,West Independent School District
906409,West Liberty Univ
5701,West Los Angeles College
907759,West Ottawa Public Schools
905067,West Ridge Academy
5762,West Shore Community College
600092,West Side School District #202
905037,West Sonoma County Union High School District
903106,West Valley School District 363
906384,West Virginia Northern Community College
906315,West Virginia School of Osteopathic Medicine
5758,Western Nebraska Community College
5743,Western Oregon Univ
907751,Western Pennsylvania School for Blind Children
5755,Western State Colorado Univ
5756,Western Texas College
5780,Westminster College
5790,Westmont College
5793,Westmoreland County Community College
5795,Westover School
7914,Westridge School for Girls
711384,Westwood Colleges
901644,Westwood Public Schools
5820,Wheaton College
903226,Wheeler County Board of Education
5824,Wheeler School
907921,White Pass School District
907989,Whitinsville Christian School
710205,Whitney Academy
7907,Whittier College
908841,Wichita Collegiate School
900684,Wickliffe City Schools
5850,Wiley College
905066,Wilkes Community College
5860,Willamette Univ
600057,Willard City Schools
5863,William Carey Univ
5866,William Jessup Univ
5871,William Paterson Univ - New Jersey
5876,William Pennsylvania Charter School
5875,William Woods Univ
5880,Williams College
905921,Williamson Free School of Mechanical Trades
901647,Willoughby - Eastlake City Schools
900077,Willows Community School
5887,Wilmington Univ
909033,Wilshire Blvd Temple Schools
600064,Windward School
909219,Winfield Mt. Union Community School
909269,Winnebago Public Schools
900797,Winnetka Public Schools
5900,Winthrop Univ
907254,Winton Woods City School District
908341,Witham Health Services
5910,Wofford College
907914,Wolcott School
5920,Woodberry Forest School
683154,Woodland Park School District RE-2
683173,Woodridge School District 68
909810,Woodrow Wilson Academy
902665,Woodward Public Schools
900041,Wooster School
900214,Worcester County Board of Education
906208,Worth County Board of Education
906480,Wow Science Camp
906547,Wright City R2 School District
907852,WSWHE BOCES
902786,Wyotech Daytona
907211,XAP Corporation
710676,Yeshiva R'tzahd/Stars of Israel
906470,Yeshiva Tiferes Boruch
906298,Yeshiva Toras Aron
907387,Yeshiva Toras Menachem
908640,Yeshivat Chovevei Torah Rabbinical School
900794,York Preparatory School
6002,Yosemite Community College District
6003,Young Harris College
683597,Young Scholar's Academy
5968,Zane State College
908609,Zoe Learning Academy
78,Alvin Community College
907447,Cheyenne Mountain School District #12
904120,Independent School District 879
4290,St Mary's College of California
